filename,neutron_number,mean_emissions,emissions_err,mean_duration,duration_err,mean_cpu_power,cpu_power_err,mean_ram_power,ram_power_err,mean_cpu_energy,cpu_energy_err,mean_ram_energy,ram_energy_err,cpu_energy_per_neutron,cpu_energy_per_neutron_err,ram_energy_per_neutron,ram_energy_per_neutron_err
210725_neutron_penetration_emissions_10000.csv,10000,2.3144197463453867e-05,6.199489471295008e-06,11.020951080000122,0.07233430331123236,42.5,0.0,10.0,0.0,0.00013008651847912,8.53272721278133e-07,3.059400449999986e-05,2.0073547968961348e-07,1.3008651847912001e-08,8.53272721278133e-11,3.059400449999986e-09,2.0073547968961348e-11
210725_neutron_penetration_emissions_100000.csv,100000,0.0001758220084563266,4.527092289139896e-05,78.80181826363564,5.9052214576381745,42.5,0.0,10.0,0.0,0.0009300188503913545,6.963832279380513e-05,0.00021867687952014544,1.63584062196203e-05,9.300188503913545e-09,6.963832279380513e-10,2.1867687952014545e-09,1.63584062196203e-10
210725_neutron_penetration_emissions_20000.csv,20000,6.662712406271092e-05,1.0148211378933607e-06,19.238289939999778,0.29279958339104367,42.5,0.0,10.0,0.0,0.00022704552441662,3.45844985502949e-06,5.3384647277777434e-05,8.12881425962011e-07,1.1352276220831e-08,1.729224927514745e-10,2.669232363888872e-09,4.064407129810055e-11
210725_neutron_penetration_emissions_35000.csv,35000,0.00010538595150351362,1.2350480415762944e-05,34.26916222,1.3528744107754336,42.5,0.0,10.0,0.0,0.0004044475255832701,1.596006819463642e-05,9.51049581666465e-05,3.750929097254904e-06,1.1555643588093431e-08,4.560019484181834e-10,2.717284519047043e-09,1.0716940277871154e-10
210725_neutron_penetration_emissions_50000.csv,50000,4.921761374128578e-05,1.9500306117181492e-05,39.23061232000018,4.494649950681415,42.5,0.0,10.0,0.0,0.00046298656977078,5.3009381250118064e-05,0.00010886388424999024,1.2458251692531552e-05,9.2597313954156e-09,1.0601876250023613e-09,2.177277684999805e-09,2.4916503385063103e-10
210725_neutron_penetration_emissions_60000.csv,60000,3.9482444026967056e-05,1.966820600472461e-05,40.71763657272723,0.2630283236531174,42.5,0.0,10.0,0.0,0.00048060824119313636,3.1008460050317755e-06,0.00011302971618680908,7.293803137042239e-07,8.010137353218939e-09,5.168076675052959e-11,1.8838286031134847e-09,1.2156338561737065e-11
210725_neutron_penetration_emissions_70000.csv,70000,0.00013409196475050716,2.3178936828884722e-05,51.21180117499974,0.8083615233655783,42.5,0.0,10.0,0.0,0.0006044271029686999,9.537779892446257e-06,0.00014212432812495,2.2413777743769067e-06,8.634672899552855e-09,1.3625399846351796e-10,2.030347544642143e-09,3.201968249109867e-11
210725_neutron_penetration_emissions_80000.csv,80000,7.428354763479878e-05,2.958568551086302e-05,52.59418418999994,0.12181345524430383,42.5,0.0,10.0,0.0,0.00062077958861105,1.4430155514689024e-06,0.00014599223694439,3.3964162877702326e-07,7.759744857638125e-09,1.803769439336128e-11,1.8249029618048751e-09,4.245520359712791e-12
210725_neutron_penetration_emissions_90000.csv,90000,2.222212486740519e-05,2.0196613164526925e-05,58.48679535999982,0.15749889076145013,42.5,0.0,10.0,0.0,0.00069034530561107,1.8613358361676647e-06,0.00016235996077773,4.370795940390006e-07,7.670503395678556e-09,2.068150929075183e-11,1.803999564197e-09,4.856439933766673e-12
